probeid,GB_ACC
Ta.28553.13.S1_x_at,BJ300199
Ta.28553.14.A1_x_at,BJ273013
Ta.28553.2.S1_x_at,CK164950
Ta.28553.3.S1_at,BJ274700
Ta.28553.3.S1_x_at,BJ274700
Ta.28553.4.S1_x_at,BJ254775
Ta.28553.5.S1_x_at,BJ250427
Ta.28553.6.S1_x_at,BJ221503
Ta.28553.7.S1_at,BJ262528
Ta.28553.7.S1_x_at,BJ262528
Ta.28553.8.S1_x_at,BJ217307
Ta.28554.1.S1_at,CD933139
Ta.28555.1.S1_at,BQ166465
Ta.28555.2.S1_at,BJ290445
Ta.28555.3.S1_at,CD904599
Ta.28555.3.S1_x_at,CD904599
Ta.28556.1.S1_at,CK199658
Ta.28558.1.S1_at,CA680546
Ta.28559.1.S1_at,CA618808
Ta.2856.1.S1_s_at,BJ319607
Ta.2856.1.S1_x_at,BJ319607
Ta.2856.2.A1_x_at,BQ169785
Ta.2856.3.A1_at,CA712455
Ta.2856.3.A1_x_at,CA712455
Ta.28560.1.S1_x_at,CA626320
Ta.28561.1.S1_at,CK197498
Ta.28561.2.S1_at,BJ244783
Ta.28562.1.A1_at,CK193066
Ta.28563.1.A1_at,BJ253730
Ta.28564.1.A1_at,CA666012
Ta.28565.1.A1_at,CA632286
Ta.28569.1.A1_at,BQ166427
Ta.2857.1.A1_at,BG908075
Ta.28570.1.A1_at,BJ276829
Ta.28570.2.S1_at,CA641439
Ta.28571.1.S1_s_at,CA639817
Ta.28576.1.S1_s_at,CA723810
Ta.28577.1.S1_s_at,BE492437
Ta.28579.2.S1_at,CA611367
Ta.28580.1.S1_at,CA678463
Ta.28581.1.A1_at,CA668580
Ta.28584.1.A1_at,CA698407
Ta.28585.1.A1_at,CA680851
Ta.28587.1.S1_x_at,CA645579
Ta.28587.2.S1_a_at,BG313972
Ta.28587.2.S1_x_at,BG313972
Ta.28587.3.S1_x_at,CN010440
Ta.28588.1.S1_at,CA601056
Ta.28589.1.A1_at,CA722295
Ta.28589.1.A1_s_at,CA722295
Ta.28590.1.S1_x_at,CA737899
Ta.28591.1.S1_a_at,CK194219
Ta.28591.3.S1_at,CA669352
Ta.28592.1.S1_at,CN013185
Ta.28592.1.S1_x_at,CN013185
Ta.28593.1.S1_at,CD453834
Ta.28595.1.A1_at,BJ254093
Ta.28595.2.S1_x_at,CD889856
Ta.28597.1.S1_at,CF132965
Ta.28597.2.A1_at,BJ274961
Ta.28599.1.S1_at,CD373719
Ta.286.1.A1_at,BG905056
Ta.286.2.S1_at,BG905055
Ta.2860.1.S1_at,AY532594.1
Ta.28600.1.S1_at,BE443069
Ta.28600.1.S1_a_at,BE443069
Ta.28600.2.S1_at,CA720107
Ta.28600.2.S1_a_at,CA720107
Ta.28600.3.S1_x_at,CA641063
Ta.28602.1.A1_at,CD905739
Ta.28603.1.A1_at,AY290725.1
Ta.28604.1.A1_at,AF475128.1
Ta.28604.1.S1_at,AF475128.1
Ta.28605.1.S1_at,AB115914.1
Ta.28606.1.A1_at,AJ579857.1
Ta.28606.1.S1_at,AJ579857.1
Ta.28608.1.S1_at,BE400035
Ta.28609.1.S1_at,CK217364
Ta.28609.1.S1_x_at,CK217364
Ta.28609.2.S1_at,BJ216465
Ta.28609.2.S1_x_at,BJ216465
Ta.28610.1.A1_at,BQ607360
Ta.28611.1.S1_at,BQ162642
Ta.28612.1.S1_at,BQ607099
Ta.28613.1.S1_at,U73213.1
Ta.28617.1.S1_at,BJ229114
Ta.28618.1.A1_at,CA642293
Ta.28619.1.A1_at,BJ241255
Ta.28621.1.S1_at,CA597456
Ta.28622.1.A1_at,BJ248711
Ta.28623.1.S1_x_at,BQ484102
Ta.28624.1.A1_s_at,BJ253667
Ta.28625.1.A1_at,BJ252723
Ta.28626.1.A1_at,BJ261784
Ta.28628.1.A1_at,BQ162670
Ta.28629.1.S1_x_at,BE405376
Ta.2863.1.S1_at,CK210585
Ta.2863.1.S1_s_at,CK210585
Ta.28630.1.A1_at,CD915560
Ta.28630.1.S1_at,CD915560
Ta.28631.1.S1_at,BQ804592
Ta.28632.1.A1_at,M16060.1
Ta.28632.1.S1_x_at,M16060.1
Ta.28633.1.S1_x_at,AF438768.1
Ta.28636.1.S1_at,CA646822
Ta.28637.1.S1_at,CA646836
Ta.28637.1.S1_a_at,CA646836
Ta.28637.2.S1_x_at,CA639423
Ta.28639.1.S1_x_at,CA647421
Ta.2864.1.S1_at,CK208206
Ta.2864.2.S1_at,CD894558
Ta.2864.2.S1_a_at,CD894558
Ta.2864.2.S1_x_at,CD894558
Ta.28640.1.S1_at,CK156935
Ta.28640.2.S1_a_at,CA651232
Ta.28640.2.S1_x_at,CA651232
Ta.28641.1.S1_x_at,CD454490
Ta.28643.1.S1_s_at,CA652174
Ta.28644.1.S1_at,CA663084
Ta.28645.1.S1_at,CA653710
Ta.28646.1.S1_s_at,CA654331
Ta.28646.1.S1_x_at,CA654331
Ta.28647.1.S1_at,BJ275242
Ta.28648.1.S1_at,CA630278
Ta.28648.1.S1_s_at,CA630278
Ta.28649.1.S1_x_at,BJ309733
Ta.28649.2.S1_x_at,BJ309755
Ta.28649.3.S1_x_at,BJ321003
Ta.28651.1.S1_at,CA596721
Ta.28653.1.S1_at,CK200106
Ta.28655.1.S1_at,CK208696
Ta.28655.2.A1_at,CA736261
Ta.28656.1.S1_at,CA667978
Ta.28658.1.S1_at,CK162638
Ta.28659.1.S1_x_at,CA670381
Ta.28659.2.S1_at,CA666466
Ta.28659.3.S1_x_at,CA689419
Ta.2866.1.S1_at,BE428861
Ta.2866.2.S1_a_at,BJ210190
Ta.2866.3.S1_x_at,BJ219309
Ta.28660.1.S1_at,CA672435
Ta.28663.1.A1_at,CA676018
Ta.28663.2.S1_at,CA676308
Ta.28664.1.S1_s_at,BQ579127
Ta.28667.1.S1_at,CA681371
Ta.28668.1.S1_at,CK162832
Ta.28669.1.S1_a_at,CA655589
Ta.28669.2.S1_x_at,BJ254182
Ta.28669.3.S1_at,CA609221
Ta.28669.3.S1_x_at,CA609221
Ta.28670.1.S1_at,CA625828
Ta.28670.1.S1_x_at,CA625828
Ta.28672.1.S1_at,CA613969
Ta.28673.1.S1_at,BJ286336
Ta.28674.1.S1_a_at,CK205566
Ta.28675.1.A1_at,CA690289
Ta.28675.1.A1_s_at,CA690289
Ta.28677.1.S1_at,BJ241507
Ta.28677.1.S1_x_at,BJ241507
Ta.28678.1.S1_at,CA693877
Ta.2868.1.S1_at,CK168997
Ta.28680.1.S1_at,CA695344
Ta.28681.1.S1_a_at,CA667789
Ta.28681.1.S1_x_at,CA667789
Ta.28681.2.S1_at,BJ212829
Ta.28681.3.S1_at,CA714280
Ta.28681.3.S1_x_at,CA714280
Ta.28682.1.S1_x_at,BE426723
Ta.28682.2.S1_at,CA629021
Ta.28682.2.S1_x_at,CA629021
Ta.28682.3.S1_x_at,CA632929
Ta.28685.1.S1_at,CD904794
Ta.28686.1.S1_at,BJ307988
Ta.28688.1.A1_at,BJ275807
Ta.28688.2.S1_x_at,BJ271260
Ta.28688.3.S1_x_at,BJ249525
Ta.28689.1.S1_at,CA670656
Ta.28689.2.S1_at,CA670487
Ta.28689.3.S1_a_at,CA712407
Ta.28690.1.S1_at,BJ294767
Ta.28690.2.S1_at,CD939858
Ta.28690.2.S1_x_at,CD939858
Ta.28690.3.S1_at,BJ265090
Ta.28691.1.A1_x_at,BQ294672
Ta.28692.1.S1_x_at,CA647632
Ta.28692.2.S1_at,BJ317817
Ta.28692.2.S1_s_at,BJ317817
Ta.28692.3.A1_a_at,BJ241860
Ta.28692.3.A1_x_at,BJ241860
Ta.28693.1.S1_at,BJ228187
Ta.28695.1.A1_at,CA598547
Ta.28695.1.S1_x_at,CA598547
Ta.28695.2.S1_s_at,CK210608
Ta.28695.3.S1_at,BQ606088
Ta.28695.3.S1_x_at,BQ606088
Ta.28695.5.A1_at,CK163991
Ta.28695.6.S1_at,BJ233199
Ta.28696.1.S1_x_at,CK217835
Ta.28697.2.S1_a_at,AF338432.1
Ta.28697.3.S1_at,CK211399
Ta.28698.1.S1_at,BJ250105
Ta.28699.1.S1_x_at,BQ838158
Ta.28699.2.S1_x_at,CA721085
Ta.28699.3.S1_a_at,CA679221
Ta.2870.1.S1_at,BJ263780
Ta.2870.2.S1_at,BJ284170
Ta.28700.1.S1_at,AY286097.1
Ta.28701.1.A1_at,CD491503
Ta.28702.1.S1_at,CK214894
Ta.28702.1.S1_a_at,CK214894
Ta.28702.2.S1_at,CA697284
Ta.28702.2.S1_x_at,CA697284
Ta.28702.3.S1_x_at,BQ245760
Ta.28703.1.S1_at,BJ229420
Ta.28703.2.S1_at,CD915003
Ta.28703.2.S1_x_at,CD915003
Ta.28704.1.S1_at,BQ805465
Ta.28705.1.A1_at,CK213402
Ta.28705.1.S1_at,CK213402
Ta.28705.1.S1_s_at,CK213402
Ta.28707.1.S1_x_at,CD882421
Ta.28708.1.S1_at,BJ228966
Ta.28709.1.S1_at,BQ170381
Ta.28709.2.S1_at,CA719395
Ta.28709.2.S1_x_at,CA719395
Ta.2871.1.S1_at,CK193836
Ta.2871.2.S1_a_at,CA641538
Ta.2871.3.S1_x_at,CA731794
Ta.28710.1.S1_x_at,BQ609635
Ta.28712.1.S1_at,BJ215705
Ta.28712.1.S1_x_at,BJ215705
Ta.28713.1.S1_at,CD927880
Ta.28713.1.S1_x_at,CD927880
Ta.28713.2.S1_at,CK170001
Ta.28714.1.A1_s_at,CK211498
Ta.28714.1.S1_at,CK216318
Ta.28715.1.S1_at,CD930968
Ta.28715.2.S1_a_at,CA721777
Ta.28715.2.S1_x_at,CA721777
Ta.28715.3.S1_at,CA642238
Ta.28715.3.S1_x_at,CA642238
Ta.28717.1.A1_at,CA722233
Ta.28719.1.A1_at,CA722261
Ta.28720.1.A1_x_at,CA722262
Ta.28721.1.A1_at,CA722270
Ta.28722.1.A1_at,CA722299
Ta.28724.1.A1_x_at,CA722351
Ta.28725.1.S1_a_at,CA722367
Ta.28726.1.A1_at,CA722412
Ta.28726.1.A1_x_at,CA722412
Ta.28727.1.A1_x_at,CA722823
Ta.28728.1.S1_at,AF139815.1
Ta.28728.1.S1_x_at,AF139815.1
Ta.28728.2.S1_x_at,BJ283978
Ta.28728.3.S1_at,BJ284035
Ta.28728.3.S1_x_at,BJ284035
Ta.28729.1.S1_a_at,CK207153
Ta.28730.1.S1_at,BJ261271
Ta.28731.1.S1_x_at,CK215099
Ta.28731.2.S1_x_at,CA720683
Ta.28732.1.S1_a_at,CA634142
Ta.28732.2.A1_x_at,CK200208
Ta.28733.1.S1_at,CN012778
Ta.28733.2.S1_x_at,CK209893
Ta.28734.1.S1_x_at,CA725382
Ta.28734.2.S1_at,CA605316
Ta.28735.1.S1_a_at,BJ250459
Ta.28736.1.S1_at,AY005474.1
Ta.28737.1.S1_at,CA732307
Ta.28738.1.S1_at,CD938111
Ta.28739.1.S1_x_at,BJ246370
Ta.28739.2.S1_x_at,BJ252300
Ta.28739.3.S1_at,CA691057
Ta.28739.3.S1_x_at,CA691057
Ta.28740.1.S1_at,CD866215
Ta.28741.1.S1_at,CA639111
Ta.28741.1.S1_x_at,CA639111
Ta.28742.2.S1_x_at,BJ217937
Ta.28742.3.S1_x_at,BJ319513
Ta.28742.4.S1_x_at,BJ286746
Ta.28742.5.S1_x_at,BJ276973
Ta.28743.1.S1_at,BJ294264
Ta.28744.1.S1_at,CA595659
Ta.28744.3.S1_a_at,BJ263065
Ta.28745.1.S1_x_at,CK200152
Ta.28745.2.S1_at,CA629812
Ta.28745.2.S1_x_at,CA629812
Ta.28745.3.A1_x_at,BJ263610
Ta.28746.1.S1_at,BJ215704
Ta.28746.2.S1_at,BQ172288
Ta.28746.3.S1_at,CA639129
Ta.28746.3.S1_a_at,CA639129
Ta.28746.3.S1_x_at,CA639129
Ta.28747.1.S1_at,AY114121.1
Ta.28748.1.S1_at,CA617361
Ta.28748.1.S1_a_at,CA617361
Ta.28748.2.A1_at,AJ612793
Ta.28748.3.S1_a_at,CA697059
Ta.28748.3.S1_x_at,CA697059
Ta.28749.1.S1_a_at,CK213968
Ta.28749.3.S1_a_at,CA697673
Ta.2875.1.S1_at,BJ218980
Ta.28750.1.S1_at,CD884700
Ta.28750.1.S1_x_at,CD884700
Ta.28750.2.A1_x_at,BG905748
Ta.28751.1.S1_at,CD373748
Ta.28752.1.S1_at,CD452867
Ta.28753.1.S1_x_at,BJ221291
Ta.28753.2.S1_a_at,BJ309754
Ta.28754.1.S1_at,AJ604404
Ta.28755.1.S1_at,CD870901
Ta.28756.2.S1_at,CA655592
Ta.28756.2.S1_x_at,CA655592
Ta.28756.3.S1_x_at,CA742656
Ta.28757.1.S1_at,AJ612432
Ta.28757.2.S1_at,BQ609665
Ta.28758.1.S1_at,AJ603557
Ta.28759.1.A1_at,CD885993
Ta.2876.1.S1_x_at,BE417035
Ta.2876.2.A1_at,CK213813
Ta.28760.1.S1_a_at,BJ294878
Ta.28760.1.S1_x_at,BJ294878
Ta.28761.1.S1_at,AJ603999
Ta.28762.1.S1_s_at,CA599165
Ta.28763.1.S1_at,BJ216103
Ta.28763.1.S1_a_at,BJ216103
Ta.28763.1.S1_x_at,BJ216103
Ta.28763.2.S1_at,CD490426
Ta.28763.3.S1_x_at,CK164235
Ta.28764.1.S1_at,AB109216.1
Ta.28764.1.S1_s_at,AB109216.1
Ta.28765.1.A1_at,CD452404
Ta.28765.2.S1_at,CA697361
Ta.28765.2.S1_a_at,CA697361
Ta.28766.1.S1_at,CN011869
Ta.28766.1.S1_x_at,CN011869
Ta.28766.2.S1_s_at,CD492036
Ta.28766.3.S1_at,CA610853
Ta.28768.1.S1_at,CB307751
Ta.28769.1.A1_at,CB307696
Ta.28770.1.S1_at,BM135093
Ta.28770.1.S1_x_at,BM135093
Ta.28770.2.S1_at,CA705641
Ta.28770.3.S1_x_at,BJ225774
Ta.28771.1.A1_at,AJ601859
Ta.28772.1.S1_at,CA595102
Ta.28773.1.S1_at,AJ603604
Ta.28774.1.S1_at,AJ604257
Ta.28775.1.S1_at,CA680217
Ta.28775.1.S1_x_at,CA680217
Ta.28775.3.S1_at,CA693046
Ta.28776.1.A1_at,BE515438
Ta.28777.1.S1_s_at,AJ604195
Ta.28778.1.S1_at,AJ604461
Ta.28779.1.S1_s_at,BQ802240
Ta.28779.1.S1_x_at,BQ802240
Ta.28780.1.S1_at,AJ603600
Ta.28781.1.S1_at,AJ604160
Ta.28782.1.S1_x_at,Y09916.1
Ta.28783.1.S1_x_at,U32310.1
Ta.28784.1.A1_at,U73215.1
Ta.28784.1.S1_x_at,U73215.1
Ta.28785.1.S1_at,AB094491.1
Ta.2879.1.S1_at,BT009265.1
Ta.28791.1.A1_at,CK212603
Ta.28791.1.S1_at,CK212603
Ta.28792.1.S1_x_at,AF234644.1
Ta.28793.1.S1_x_at,AF107026.1
Ta.28795.1.S1_at,BT009345.1
Ta.28796.1.S1_at,CA679596
Ta.28798.1.S1_x_at,CD452943
Ta.28798.2.A1_at,CA692737
Ta.28798.2.A1_s_at,CA692737
Ta.28798.2.A1_x_at,CA692737
Ta.28799.1.S1_a_at,BJ219528
Ta.28799.3.S1_a_at,CA656288
Ta.28799.3.S1_x_at,CA656288
Ta.288.1.A1_at,BG908009
Ta.2880.1.S1_at,CA709110
Ta.28800.1.S1_at,BJ246015
Ta.28801.1.A1_a_at,BM138374
Ta.28801.3.S1_x_at,BJ255320
Ta.28802.2.S1_at,CD888660
Ta.28802.3.S1_at,BJ228498
Ta.28803.1.A1_at,BJ320381
Ta.28805.1.S1_at,CK212241
Ta.28806.1.S1_at,BE418084
Ta.28807.1.S1_a_at,CA616937
Ta.28808.1.S1_x_at,BJ228830
Ta.28809.1.S1_at,BJ249389
Ta.28809.1.S1_x_at,BJ249389
Ta.2881.1.S1_a_at,CA624734
Ta.2881.1.S1_x_at,CA624734
Ta.2881.2.S1_a_at,CA677215
Ta.2881.3.S1_at,CA625184
Ta.28810.1.S1_at,CD916221
Ta.28812.1.S1_at,Y14435.1
Ta.28813.1.S1_at,BE420253
Ta.28814.1.S1_a_at,CA620583
Ta.28815.1.A1_at,BQ169565
Ta.28817.1.S1_at,CA666988
Ta.28817.1.S1_a_at,CA666988
Ta.28817.2.S1_at,CA662073
Ta.28817.3.S1_x_at,CA669431
Ta.28818.1.S1_at,CA618617
Ta.28818.2.S1_at,CA738792
Ta.28818.3.S1_at,CA736035
Ta.28819.2.S1_a_at,BJ224234
Ta.28819.3.S1_a_at,BJ207606
Ta.2882.1.S1_at,AF181661.1
Ta.2882.1.S1_s_at,AF181661.1
Ta.28820.1.S1_a_at,CK205936
Ta.28820.2.A1_at,CA639788
Ta.28822.1.S1_s_at,CK196856
Ta.28822.2.S1_at,CA612903
Ta.28823.1.S1_at,CA710101
Ta.28824.1.S1_at,BJ251117
Ta.28825.1.S1_at,CK205882
Ta.28826.1.A1_at,AJ604335
Ta.28827.1.S1_at,BQ800700
Ta.28828.1.A1_at,CA628330
Ta.28828.1.S1_at,CA614417
Ta.28828.1.S1_s_at,CA614417
Ta.28829.1.S1_at,BJ220795
Ta.28830.2.S1_a_at,BJ282395
Ta.28831.1.S1_at,CD895140
Ta.28832.1.S1_at,BM135721
Ta.28832.1.S1_x_at,BM135721
Ta.28833.1.S1_at,BJ256547
Ta.28834.1.S1_at,CA642370
Ta.28834.2.S1_x_at,BJ211503
Ta.28835.2.S1_a_at,BJ274385
Ta.28835.3.S1_at,BJ269426
Ta.28837.1.A1_at,BQ169597
Ta.28837.1.A1_s_at,BQ169597
Ta.28838.1.S1_at,BJ298179
Ta.28838.1.S1_x_at,BJ298179
Ta.28838.2.S1_at,BJ299408
Ta.28839.1.S1_at,BJ307758
Ta.2884.1.S1_at,CA638742
Ta.2884.2.S1_a_at,BG909281
Ta.2884.2.S1_x_at,BG909281
Ta.2884.3.S1_x_at,BJ208256
Ta.28840.1.S1_at,BJ209156
Ta.28840.2.S1_at,BQ606289
Ta.28840.2.S1_s_at,BQ606289
Ta.28841.1.S1_at,BQ161180
Ta.28842.1.S1_at,AJ602408
Ta.28842.1.S1_x_at,AJ602408
Ta.28843.1.A1_at,BQ169554
Ta.28845.1.S1_at,BJ274159
Ta.28846.1.S1_x_at,BQ609183
Ta.28847.1.S1_at,CA740446
Ta.28847.1.S1_a_at,CA740446
Ta.28847.2.S1_at,BJ271049
Ta.28847.2.S1_s_at,BJ271049
Ta.28847.3.S1_x_at,CA740812
Ta.28848.1.S1_at,BQ579494
Ta.28849.1.S1_at,BQ609539
Ta.28850.1.S1_at,BJ262711
Ta.28851.1.S1_at,BJ285745
Ta.28851.2.A1_at,AF289257.1
Ta.28851.2.S1_a_at,AF289257.1
Ta.28851.2.S1_x_at,AF289257.1
Ta.28852.1.S1_at,AY376128.1
Ta.28853.1.S1_at,CK195774
Ta.28853.1.S1_x_at,CK195774
Ta.28854.1.S1_at,BJ256613
Ta.28855.1.S1_at,CK216562
Ta.28855.2.S1_at,CD932837
Ta.28856.1.S1_at,CA604565
Ta.28857.1.S1_at,CA604817
Ta.28857.1.S1_x_at,CA604817
Ta.2886.1.S1_at,CK216405
Ta.28860.1.S1_at,CA606213
Ta.28862.1.S1_at,CA609143
Ta.28863.1.S1_a_at,CD492227
Ta.28863.1.S1_x_at,CD492227
Ta.28863.3.S1_x_at,CA636706
Ta.28864.1.S1_at,AF139816.1
Ta.28865.1.S1_at,AJ602002
Ta.28865.1.S1_x_at,AJ602002
Ta.28866.1.S1_at,CK194259
Ta.28866.2.A1_s_at,CK193087
Ta.28866.3.A1_at,BJ321617
Ta.28868.1.S1_at,CA619500
Ta.2887.1.S1_at,CK157175
Ta.2887.1.S1_x_at,CK157175
Ta.2887.2.S1_x_at,CA641966
Ta.28870.1.S1_at,CA620919
Ta.28872.1.S1_at,CA621390
Ta.28873.1.S1_at,CB307245
Ta.28875.1.S1_at,CK212964
Ta.28875.2.S1_at,CA624059
Ta.28875.2.S1_a_at,CA624059
Ta.28875.3.A1_at,CA630498
Ta.28879.1.S1_at,BJ306387
Ta.28879.1.S1_a_at,BJ306387
Ta.28879.2.S1_x_at,CA744010
Ta.28879.3.S1_at,CA661256
Ta.2888.1.S1_at,CA635910
Ta.28880.1.S1_at,CD863485
Ta.28880.1.S1_x_at,CD863485
Ta.28880.2.S1_at,CA640553
Ta.28880.2.S1_a_at,CA640553
Ta.28880.3.S1_a_at,CA659261
Ta.28883.1.A1_at,AJ612385
Ta.28885.1.S1_s_at,AJ611134
Ta.28886.1.S1_at,CA700076
Ta.28888.1.S1_at,CA617384
Ta.28888.1.S1_x_at,CA617384
Ta.28888.2.S1_at,CA635996
Ta.28888.3.S1_a_at,CA618143
Ta.28888.3.S1_x_at,CA618143
Ta.28889.1.S1_at,CK195001
Ta.28889.2.S1_at,CA605148
Ta.28889.3.S1_x_at,CA611038
Ta.2889.1.S1_at,CD491684
Ta.2889.2.S1_at,CA676369
Ta.2889.2.S1_a_at,CA676369
Ta.2889.2.S1_x_at,CA676369
Ta.28890.1.A1_s_at,CA686703
Ta.28890.2.A1_at,CA640404
Ta.28890.2.A1_x_at,CA640404
Ta.28890.3.S1_at,CA697776
Ta.28891.1.S1_at,CA641234
Ta.28892.1.S1_s_at,CK198796
Ta.28892.2.S1_s_at,CA598328
Ta.28892.3.S1_at,CA606060
Ta.28892.3.S1_x_at,CA606060
Ta.28894.1.S1_at,CA654689
Ta.28894.2.A1_at,CA648215
Ta.28895.1.S1_at,AY217751.1
Ta.28895.1.S1_s_at,AY217751.1
Ta.28896.1.A1_at,BJ318189
Ta.28898.1.S1_at,CK160288
Ta.2890.1.S1_at,BJ221584
Ta.28902.1.A1_at,CA595778
Ta.28907.1.S1_at,CD871940
Ta.28907.2.S1_a_at,CA683329
Ta.28907.2.S1_x_at,CA683329
Ta.28907.3.S1_x_at,CA614920
Ta.28909.1.S1_at,CA619634
Ta.2891.1.S1_at,CK214621
Ta.2891.1.S1_x_at,CK214621
Ta.2891.2.S1_at,CD881965
Ta.2891.3.S1_at,CA659599
Ta.28910.1.S1_s_at,CA621348
Ta.28912.1.A1_at,CA628109
Ta.28913.1.S1_at,CA628874
Ta.28913.1.S1_x_at,CA628874
Ta.28917.1.S1_at,CK166116
Ta.28917.1.S1_x_at,CK166116
Ta.28917.2.S1_a_at,CA637102
Ta.28917.2.S1_x_at,CA637102
Ta.2892.2.A1_a_at,BJ221744
Ta.2892.3.S1_a_at,BJ223891
Ta.28922.1.S1_at,BQ487478
Ta.28925.1.S1_at,CA647374
Ta.28931.1.S1_at,CK211581
Ta.28932.1.S1_at,AF532601.1
Ta.28933.1.S1_at,BJ311795
Ta.28933.2.S1_at,CA726102
Ta.28936.1.S1_s_at,CA674614
Ta.28938.1.A1_at,CA658495
Ta.28938.2.S1_at,CA684040
Ta.28940.1.S1_at,CA634463
Ta.28942.1.S1_at,CA696191
Ta.28942.1.S1_x_at,CA696191
Ta.28942.2.A1_at,CA670320
Ta.28942.3.S1_at,CA698075
Ta.28942.3.S1_x_at,CA698075
Ta.28944.2.S1_a_at,CK161298
Ta.28949.1.S1_at,CK155990
Ta.2895.1.S1_at,AF366564.1
Ta.2895.1.S1_x_at,AF366564.1
Ta.28951.1.S1_at,CK211465
Ta.28951.2.S1_a_at,CA732834
Ta.28952.1.S1_at,CK205706
Ta.28954.1.A1_at,CA744855
Ta.28955.1.S1_at,BJ275294
Ta.28957.1.A1_at,CD909180
Ta.28958.2.S1_at,CA678875
Ta.28958.2.S1_x_at,CA678875
Ta.28958.3.S1_at,CA612756
Ta.28958.3.S1_x_at,CA612756
Ta.2896.1.S1_x_at,CK163384
Ta.28962.1.S1_at,CK157144
Ta.28962.2.S1_at,CA637708
Ta.28962.2.S1_a_at,CA637708
Ta.28962.3.S1_a_at,CA648237
Ta.28964.1.A1_at,BJ262675
Ta.28965.1.S1_at,CA604071
Ta.28968.1.S1_at,BE399523
Ta.2898.1.S1_at,CK200849
Ta.28983.1.S1_at,CD453780
Ta.28983.2.S1_at,CA747236
Ta.28983.2.S1_x_at,CA747236
Ta.2899.1.S1_at,BQ789449
Ta.28997.1.A1_at,BQ169867
Ta.29000.1.A1_at,BQ169130
Ta.29002.1.A1_at,CA743510
Ta.29002.1.A1_x_at,CA743510
Ta.2901.1.S1_at,CA635402
Ta.2902.1.S1_x_at,CD871896
Ta.2902.2.A1_x_at,CK153084
Ta.2902.3.S1_at,CA614256
Ta.2904.1.S1_at,BJ221488
Ta.29043.1.A1_at,BQ165988
Ta.29069.1.S1_at,CK205549
Ta.2907.1.S1_at,CK200240
Ta.29070.1.A1_at,CK209156
Ta.29078.1.S1_at,CA640459
Ta.29082.1.S1_at,CA635460
Ta.2909.1.S1_at,CK213855
Ta.2909.1.S1_x_at,CK213855
Ta.291.2.S1_a_at,CA639661
Ta.2910.1.S1_x_at,BJ261595
Ta.2910.2.S1_at,CK213926
Ta.2910.2.S1_x_at,CK213926
Ta.2910.3.S1_at,CA653767
Ta.2911.1.A1_a_at,BJ265149
Ta.2911.2.S1_at,CF133122
Ta.29111.1.A1_at,CK157787
Ta.29111.1.A1_s_at,CK157787
Ta.2912.1.S1_at,CA723058
Ta.2913.1.S1_at,BJ207117
Ta.2914.1.S1_at,BJ207135
Ta.2915.1.S1_a_at,BJ214417
Ta.2916.1.A1_at,BJ207197
Ta.2916.2.S1_at,CA606711
Ta.2917.1.S1_at,BJ207205
Ta.29170.1.A1_at,CK212287
Ta.29170.1.A1_x_at,CK212287
Ta.29179.1.A1_at,BJ274880
Ta.2918.1.A1_at,CK209827
Ta.2918.2.S1_at,CK210512
Ta.2919.1.A1_at,BJ214495
Ta.29198.1.S1_at,CA659896
Ta.292.1.S1_at,BG313761
Ta.2920.1.A1_a_at,BJ242939
Ta.2920.3.S1_a_at,BJ237367
Ta.29202.1.S1_at,CA744759
Ta.29202.1.S1_x_at,CA744759
Ta.29202.2.A1_at,CA682462
Ta.2921.1.S1_at,BJ207261
Ta.29215.1.S1_at,CD934480
Ta.2922.1.S1_at,CA695888
Ta.29228.1.S1_at,CA653745
Ta.29232.1.S1_s_at,CA731551
Ta.29234.1.S1_a_at,BJ305467
Ta.29234.1.S1_s_at,BJ305467
Ta.29234.2.S1_at,CA647202
Ta.2924.1.S1_at,CF133597
Ta.29245.1.S1_at,CD877061
Ta.29245.2.S1_at,CA612013
Ta.29245.2.S1_a_at,CA612013
Ta.29245.2.S1_x_at,CA612013
Ta.29249.1.A1_at,CK196704
Ta.2925.1.S1_s_at,BJ277030
Ta.2925.1.S1_x_at,BJ277030
Ta.2926.1.A1_at,BJ207389
Ta.2926.2.S1_at,BJ304007
Ta.29263.1.A1_at,CA710415
Ta.29265.1.S1_at,CK158853
Ta.2927.1.S1_s_at,BJ207394
Ta.2928.1.S1_at,BJ306562
Ta.29281.1.S1_at,CA625286
Ta.29284.1.A1_at,CK205585
Ta.2929.1.S1_a_at,BJ207489
Ta.2929.2.S1_at,BJ297951
Ta.29292.1.S1_at,CA739012
Ta.29293.1.S1_at,CA660172
Ta.29299.1.S1_at,CA636640
Ta.2930.1.S1_at,BJ207493
Ta.29300.1.S1_at,CK161856
Ta.29301.1.S1_at,BQ161223
Ta.29302.1.S1_at,CK162571
Ta.29302.2.A1_at,CA744326
Ta.29304.1.A1_at,CK162729
Ta.29307.1.A1_at,CK163859
Ta.29307.1.A1_s_at,CK163859
Ta.29309.1.A1_at,BQ161089
Ta.2931.1.A1_at,CD877984
Ta.29314.2.S1_at,CA626661
Ta.29314.2.S1_s_at,CA626661
Ta.29314.3.A1_a_at,AJ609767
Ta.29315.1.S1_at,CN012568
Ta.29317.1.A1_s_at,BQ170900
Ta.2932.1.S1_at,BM140607
Ta.29320.1.A1_at,CK165286
